"worksheet","source_row","source_pair","field_name","field_type","acrobat_field_type","field_group","description","is_duplicate","occurrences"
"שדות","538","1","txtPersonTIN_","text","Text Field","customer","מספר מזהה לצרכי מס","False","1"
"שדות","237","2","txtPersonWork","text","Text Field","customer","מקום עבודה לקוח","False","1"
"שדות","238","2","txtPersonWorkingPhone","text","Text Field","customer","טלפון עבודה","False","1"
"שדות","505","2","txtPersonYearOfBirth","text","Text Field","customer","תאריך לידה לקוח -שנה","False","1"
"שדות","104","2","txtSecondPersonDateOfBirth","text","Text Field","customer","תאריך לידה בן \ בת זוג","False","1"
"שדות","98","2","txtSecondPersonFirstName","text","Text Field","customer","שם פרטי בן \ בת זוג","False","1"
"שדות","100","2","txtSecondPersonFullName","text","Text Field","customer","שם מלא בן \ בת זוג","False","1"
"שדות","105","2","txtSecondPersonGender","text","Text Field","customer","מין בן \ בת זוג","False","1"
"שדות","99","2","txtSecondPersonLastName","text","Text Field","customer","שם משפחה בן \ בת זוג","False","1"
"שדות","101","2","txtSecondPersonNationalID","text","Text Field","customer","ת.ז בן \ בת זוג","False","1"
"שדות","940","1","txtTypePersonPartner","text","Text Field","customer","סוג שותף","False","1"
"שדות","328","2","chk","checkbox","Check Box","general","הכספים בפוליסה  לא יופקדו עבור גורם אחר","False","1"
"שדות","488","2","chkAboveTheQualifyingTaxCeiling","checkbox","Check Box","general","מעל תקרת המס המזכה","False","1"
"שדות","578","1","chkAccept","checkbox","Check Box","general","הסכמה","False","1"
"שדות","681","1","chkAccordingToAnAgreement","checkbox","Check Box","general","על פי הסכם","False","1"
"שדות","226","2","chkAccrualCurrentDeposits","checkbox","Check Box","general","צבירה והפקדות","False","1"
"שדות","209","1","chkAccruedBalanceAndDeposits","checkbox","Check Box","general","יתרה צבורה והפקדות שוטפות","False","1"
"שדות","211","2","chkAccumulatedSavings_","checkbox","Check Box","general","חיסכון מצטבר","True","2"
"שדות","452","2","chkAccumulatedSavings_","checkbox","Check Box","general","חיסכון מצטבר","True","2"
"שדות","227","2","chkAccumulationonly","checkbox","Check Box","general","צבירה בלבד","False","1"
"שדות","652","1","chkActivityAbroad","checkbox","Check Box","general","פעילות בחו""ל","False","1"
"שדות","864","2","chkAdditionalHealthServices_No","checkbox","Check Box","general","לא קיימים שירותי בריאות נוספים","False","1"
"שדות","863","2","chkAdditionalHealthServices_Yes","checkbox","Check Box","general","שירותי בריאות נוספים","False","1"
"שדות","169","2","chkAffiliationIsrael_Family","checkbox","Check Box","general","משפחה","False","1"
"שדות","170","2","chkAffiliationIsrael_None","checkbox","Check Box","general","אין זיקה לישראל","False","1"
"שדות","166","2","chkAffiliationIsrael_Residence","checkbox","Check Box","general","מגורים","False","1"
"שדות","168","2","chkAffiliationIsrael_Work","checkbox","Check Box","general","עבודה","False","1"
"שדות","820","2","chkAfter4Month","checkbox","Check Box","general","בקשה למשיכה כספים אחרי שעברו 4 חודשים","False","1"
"שדות","251","2","chkAgreeToTheInformationToBeRetained_","checkbox","Check Box","general","מסכים לשמור את המידע","False","1"
"שדות","591","2","chkAllAcount","checkbox","Check Box","general","כל החשבונות","False","1"
"שדות","714","1","chkAllBalanceOfFunds_","checkbox","Check Box","general","כל יתרת הכספים","False","1"
"שדות","479","2","chkAllBalancesIncludeCurrentDeposits","checkbox","Check Box","general","כל היתרה כולל הפקדות שוטפות","False","1"
"שדות","789","2","chkAllEmployers","checkbox","Check Box","general","משיכה מכלל המעסיקים","False","1"
"שדות","791","2","chkAllEmployersFullAttraction","checkbox","Check Box","general","משיכה מלאה מכלל המעסיקים","False","1"
"שדות","792","2","chkAllEmployersMaxTax","checkbox","Check Box","general","משיכה במס מקסימלי מכלל המעסיקים","False","1"
"שדות","583","1","chkAllowLoan","checkbox","Check Box","general","מאפשר הלוואה","False","1"
"שדות","352","2","chkAlltogether","checkbox","Check Box","general","כולם ביחד","False","1"
"שדות","2","1","chkAmountOfTheInvestment","checkbox","Check Box","general","סכום ההשקעה - צק בוקס","False","1"
"שדות","83","2","chkAnnounceNoFundsWillBeDeposited","checkbox","Check Box","general","להודיע כי לא יופקדו בשלי כספים","False","1"
"שדות","700","2","chkAnnualInterestRate","checkbox","Check Box","general","שיעור הריבית השנתית","False","1"
"שדות","654","1","chkApartmentPurchase","checkbox","Check Box","general","רכישת דירה","False","1"
"שדות","927","1","chkApplicationProcessedUnderAnyCondition","checkbox","Check Box","general","ידוע לי כי הבקשה תטופל בכפוף לכל דין ובהתאם לאמור בתנאי הפוליסה החל ממועד קבלתה במשרדי החברה ולא במשרדי הסוכן","False","1"
"שדות","769","2","chkApprovalForLoanDeduction","checkbox","Check Box","general","אישור לניכוי הלוואה","False","1"
"שדות","553","1","chkApTavla","checkbox","Check Box","general","ע""פ הטבלה","False","1"
"שדות","582","1","chkArshaaKlalitMugbelet","checkbox","Check Box","general","הרשאה עם לפחות הגבלה אחת","False","1"
"שדות","835","1","chkAshraiAlvaa","checkbox","Check Box","general","הלוואה","False","1"
"שדות","837","1","chkAshraiArvut","checkbox","Check Box","general","ערבות","False","1"
"שדות","834","1","chkAshraiLine","checkbox","Check Box","general","קו אשראי","False","1"
"שדות","836","1","chkAshraiMashkanta","checkbox","Check Box","general","משכנתה","False","1"
"שדות","832","1","chkAshraiMisgeret","checkbox","Check Box","general","מסגרת עובר ושב","False","1"
"שדות","833","1","chkAshraiMithadesh","checkbox","Check Box","general","מסגרת אשראי מתחדשת","False","1"
"שדות","86","1","chkAttachedDocument","checkbox","Check Box","general","מצורף מסמף","False","1"
"שדות","650","2","chkAttractedByMemberOfInvestmentProvidentFund","checkbox","Check Box","general","משיכה על ידי עמית של קופת גמל להשקעה","False","1"
"שדות","805","2","chkAttractionBeforeLaw","checkbox","Check Box","general","משיכת כספים לפני מועד זכאות הקבוע בדין ולא גובשה זכאותי לדין","False","1"
"שדות","648","2","chkAttractionByTheFellow","checkbox","Check Box","general","משיכה על ידי העמית","False","1"
"שדות","846","1","chkAttractionHivunKizvaMucar","checkbox","Check Box","general","משיכת כספים בהיוון קצבה מוכרת","False","1"
"שדות","454","2","chkAttractionOptions","checkbox","Check Box","general","אפשרויות משיכה נוספות","False","1"
"שדות","806","2","chkAttractionZviraLow","checkbox","Check Box","general","משיכת כספים עקב סך צבירה וסך קצבה נמוך","False","1"
"שדות","778","1","chkAutomaticDialingSystem","checkbox","Check Box","general","מערכת חיוג אוטמטית","False","1"
"שדות","219","1","chkAzmaeiTadirotTashlum","checkbox","Check Box","general","תדירות תשלום עצמאי(צקבוקס)","False","1"
"שדות","339","2","chkBalanceForTrack","checkbox","Check Box","general","יתרה למסלול מקבל סכום","False","1"
"שדות","570","1","chkBalon","checkbox","Check Box","general","בלון","False","1"
"שדות","658","1","chkBarMichva","checkbox","Check Box","general","חסכון לבר מצווה","False","1"
"שדות","819","2","chkBefore4Month","checkbox","Check Box","general","בקשה למשיכה כספים טרם עברו 4 חודשים","False","1"
"שדות","249","2","chkBePaidAsFollows","checkbox","Check Box","general","ישולמו כדהלן","False","1"
"שדות","277","1","chkBetterFeMale_","checkbox","Check Box","general","מוטב נקבה","False","1"
"שדות","747","2","chkBetterInCaseNotOfDeathForeignPublicFigure","checkbox","Check Box","general","לא איש ציבור זר","False","1"
"שדות","749","2","chkBetterInCaseNotOfDeathLocalPublicFigure","checkbox","Check Box","general","לא איש ציבור מקומי","False","1"
"שדות","392","2","chkBetterInCaseOfDeath","checkbox","Check Box","general","מוטבים למקרה פטירה","False","1"
"שדות","746","2","chkBetterInCaseOfDeathForeignPublicFigure","checkbox","Check Box","general","מוטב למקרה פטירה איש ציבור זר","False","1"
"שדות","748","2","chkBetterInCaseOfDeathLocalPublicFigure","checkbox","Check Box","general","מוטב למקרה פטירה איש ציבור מקומי","False","1"
"שדות","276","1","chkBettertMale_","checkbox","Check Box","general","מוטב זכר","False","1"
"שדות","290","1","chkBirthUsa_no","checkbox","Check Box","general","לא יליד ארהב","False","1"
"שדות","289","1","chkBirthUsa_yes","checkbox","Check Box","general","כן יליד ארהב","False","1"
"שדות","925","2","chkBuisnessInIsrael","checkbox","Check Box","general","העסק נמצא בישראל","False","1"
"שדות","926","2","chkBuisnessNotInIsrael","checkbox","Check Box","general","העסק נמצא מחוץ לישראל","False","1"
"שדות","734","2","chkCancellationOfAStandingOrder","checkbox","Check Box","general","ביטול הוראת קבע","False","1"
"שדות","822","2","chkCapitalFunds","checkbox","Check Box","general","משיכת כספים הונים","False","1"
"שדות","670","1","chkCarSales","checkbox","Check Box","general","מכירת רכב","False","1"
"שדות","208","1","chkChangeDeposits_","checkbox","Check Box","general","שינוי הפקדה","False","1"
"שדות","845","1","chkChangeHoraa","checkbox","Check Box","general","שינוי הוראה","False","1"
"שדות","853","1","chkChangePolisa","checkbox","Check Box","general","החלפת פוליסת הביטוח","False","1"
"שדות","90","2","chkChangeSavinsTrack","checkbox","Check Box","general","שינוי מסלול חיסכון","False","1"
"שדות","11","2","chkChangingInvestementPath","checkbox","Check Box","general","שינוי מסלול השקעה","False","1"
"שדות","709","1","chkCharity_","checkbox","Check Box","general","צדקה","False","1"
"שדות","560","2","chkCheckNumber","checkbox","Check Box","general","מספר המחאה","False","1"
"שדות","480","1","chkChek","checkbox","Check Box","general","העברה באמצעות שיק","False","1"
"שדות","702","1","chkChildSavings_","checkbox","Check Box","general","חיסכון לילד\נכד","False","1"
"שדות","858","2","chkCigar","checkbox","Check Box","general","סיגר","False","1"
"שדות","856","2","chkCigarettes","checkbox","Check Box","general","סגריה","False","1"
"שדות","284","1","chkCitizenUSA_no","checkbox","Check Box","general","לא אזרח ארה""ב","False","1"
"שדות","283","1","chkCitizenUSA_yes","checkbox","Check Box","general","אזרח ארה""ב","False","1"
"שדות","956","2","chkClassMehalek","checkbox","Check Box","general","קלאס מחלק","False","1"
"שדות","959","2","chkClassOrTikun190_190","checkbox","Check Box","general","תיקון 190 190","False","1"
"שדות","958","2","chkClassOrTikun190_e","checkbox","Check Box","general","תיקון 190 שכיר","False","1"
"שדות","957","2","chkClassOrTikun190_i","checkbox","Check Box","general","תיקון 190 עצמאי","False","1"
"שדות","955","2","chkClassZover","checkbox","Check Box","general","קלאס צובר","False","1"
"שדות","642","2","chkCloseLoanWithdrawal","checkbox","Check Box","general","משיכה לסגירת הלוואה","False","1"
"שדות","499","1","chkClosePayment","checkbox","Check Box","general","סכום לפדיון צמוד","False","1"
"שדות","733","2","chkClosingALoan","checkbox","Check Box","general","סגירת הלוואה","False","1"
"שדות","732","2","chkClosingPartOfLoan","checkbox","Check Box","general","סגירת חלק הלוואה","False","1"
"שדות","735","1","chkColleaguePassedAway","checkbox","Check Box","general","עמית נפטר","False","1"
"שדות","917","1","chkCollectionEmployer","checkbox","Check Box","general","גבייה על ידי המעסיק","False","1"
"שדות","914","1","chkCommssionKind","checkbox","Check Box","general","סוגי עמלות","False","1"
"שדות","711","2","chkConfirmingInformation","checkbox","Check Box","general","מאשר נתונים","False","1"
"שדות","870","2","chkConnectToFileManagment","checkbox","Check Box","general","איש קשור למנהל התיקים","False","1"
"שדות","506","2","chkContinuedPayments","checkbox","Check Box","general","המשכת תשלומים","False","1"
"שדות","494","2","chkContinueMonthlyDeposits","checkbox","Check Box","general","המשך הפקדות חודשיות","False","1"
"שדות","735","2","chkContinueStandingOrder","checkbox","Check Box","general","להמשיך הוראת קבע","False","1"
"שדות","82","2","chkContinueWithCoveragePHI","checkbox","Check Box","general","להמשיך לרכוש את הכיסוי הביטוחי לאובדן כושר עבודה","False","1"
"שדות","439","2","chkCountryOfBirthNotUSA","checkbox","Check Box","general","ארץ לידה לא ארה""ב","False","1"
"שדות","438","2","chkCountryOfBirthUSA","checkbox","Check Box","general","ארץ לידה ארה""ב","False","1"
"שדות","755","1","chkCRS_i","checkbox","Check Box","general","מס רק בישראל","False","1"
"שדות","756","1","chkCRS_io","checkbox","Check Box","general","מס בישראל ומדינה אחרת","False","1"
"שדות","295","1","chkCRS_no","checkbox","Check Box","general","לא תושבות מס במדינה שאינה ישראל או ארהב","False","1"
"שדות","757","1","chkCRS_o","checkbox","Check Box","general","מס במדינה אחרת","False","1"
"שדות","294","1","chkCRS_yes","checkbox","Check Box","general","כן תושבות מס במדינה שאינה ישראל או ארהב","False","1"
"שדות","210","1","chkCumulativeBalance","checkbox","Check Box","general","יתרה צבורה","False","1"
"שדות","470","2","chkCurrencyCode_ILS","checkbox","Check Box","general","סוג המטבע - שקל","False","1"
"שדות","469","2","chkCurrencyCode_USD","checkbox","Check Box","general","סוג המטבע - דולר","False","1"
"שדות","212","1","chkCurrentDeposits","checkbox","Check Box","general","הפקדות שוטפות","False","1"
"שדות","394","2","chkCurrentOnly","checkbox","Check Box","general","שוטף בלבד","False","1"
"שדות","678","1","chkDedicate","checkbox","Check Box","general","הקדש","False","1"
"שדות","245","1","chkDefaultMutavim","checkbox","Check Box","general","מוטבים - במידה והלקוח רוצה להשתמש במוטבי ברירת מחדל","False","1"
"שדות","149","2","chkDependingOnTypeOfProvidentFund","checkbox","Check Box","general","בהתאם לסוג קופת גמל","False","1"
"שדות","473","2","chkDepositAmount","checkbox","Check Box","general","סכום הפקדה צקבוקס","False","1"
"שדות","276","2","chkDepositMode","checkbox","Check Box","general","אופן הפקדה","False","1"
"שדות","228","2","chkDepositsonly","checkbox","Check Box","general","הפקדות בלבד","False","1"
"שדות","75","2","chkDeterminingRateOfRewards","checkbox","Check Box","general","שיעור התגמולים הקובע 16%","False","1"
"שדות","551","1","chkDigitalPost","checkbox","Check Box","general","אישור קבלת דואר דיגיטלי","False","1"
"שדות","415","2","chkDisabilityPercentageRate","checkbox","Check Box","general","שיעור כיסוי ביטוחי לנכות","False","1"
"שדות","704","2","chkDisabilityWasEstablished","checkbox","Check Box","general","נקבע נכות","False","1"
"שדות","611","1","chkDisclaimer","checkbox","Check Box","general","הצהרה","False","1"
"שדות","425","2","chkDisposableMobility","checkbox","Check Box","general","ניוד חד פעמי","False","1"
"שדות","73","2","chkDocumentIndependentAssociateStatement","checkbox","Check Box","general","מסמך הצהרת עמית עצמאי לפני צו","False","1"
"שדות","72","2","chkDocumentMoneyTransferRequest","checkbox","Check Box","general","מסמך בקשה להעברת כספים","False","1"
"שדות","70","2","chkDocumentOneTimeDepositInstruction","checkbox","Check Box","general","מסמך הוראה להפקדה חד פעמית","False","1"
"שדות","67","2","chkDocumentPowerOfAttorney","checkbox","Check Box","general","מסמך יפויי כוח","False","1"
"שדות","68","2","chkDocumentReasoning","checkbox","Check Box","general","מסמך הנמקה","False","1"
"שדות","66","2","chkDocumentRegisteredIndependentVAT","checkbox","Check Box","general","מסמך עוסק עצמאי הרשום במע""מ","False","1"
"שדות","676","1","chkDoesNotReceiveService","checkbox","Check Box","general","","False","1"
"שדות","243","2","chkDollarCoupling","checkbox","Check Box","general","צימוד לדולר","False","1"
"שדות","656","1","chkDonations","checkbox","Check Box","general","תרומות","True","2"
"שדות","693","1","chkDonations","checkbox","Check Box","general","תרומה","True","2"
"שדות","207","1","chkDoNotagreedocumentAndNoticesShouldBeSentByEmail","checkbox","Check Box","general","לא מסכים שמסמכים והודעות יישלחו לדוא""ל","False","1"
"שדות","665","1","chkEarnings","checkbox","Check Box","general","רווחים","False","1"
"שדות","179","2","chkEconomicConnections","checkbox","Check Box","general","קשרים כלכליים","False","1"
"שדות","401","1","chkEducationLevel_","checkbox","Check Box","general","רמת השכלה","False","1"
"שדות","860","2","chkElectronicCigarett","checkbox","Check Box","general","סיגריה אלקטרונית","False","1"
"שדות","775","1","chkEmailAddressListedAbove","checkbox","Check Box","general","כתובת דוא""ל הרשומה לעיל","False","1"
"שדות","241","1","chkEmployeeAndSelfEmployed","checkbox","Check Box","general","שכיר ועצמאי","False","1"
"שדות","159","2","chkEmployeeOrEmployer","checkbox","Check Box","general","עובד או מעביד","False","1"
"שדות","491","2","chkEmployeePrivate","checkbox","Check Box","general","שכיר פרטי","False","1"
"שדות","162","2","chkEmployer","checkbox","Check Box","general","מעביד","False","1"
"שדות","386","2","chkEmployerAccept","checkbox","Check Box","general","הסכמת המעסיק","False","1"
"שדות","351","2","chkEmployerAgreemant","checkbox","Check Box","general","הסכמת מעסיק","False","1"
"שדות","800","2","chkEmployerConfirmation","checkbox","Check Box","general","אישור מעסיק","False","1"
"שדות","385","2","chkEmployerDeclaration","checkbox","Check Box","general","הצהרת המעסיק","False","1"
"שדות","667","1","chkEmployersProfit","checkbox","Check Box","general","רווח מעסקים","False","1"
"שדות","688","1","chkExistingDirectiveExists","checkbox","Check Box","general","הוראת קבע קיימת","False","1"
"שדות","594","2","chkExistingEnjoysItsDetailsYetUnknown","checkbox","Check Box","general","קיים נהנה פרטיו טרם ידועים","False","1"
"שדות","427","2","chkExpectedDepositsFromAForeignCountry","checkbox","Check Box","general","הפקדות צפויות ממדינה זרה","False","1"
"שדות","695","1","chkExpectedScopeOfActivity_","checkbox","Check Box","general","היקף פעילות צפוי","False","1"
"שדות","713","1","chkExpectedStrokes_","checkbox","Check Box","general","משיכות צפויות","False","1"
"שדות","846","2","chkExpectedStrokes_Anona","checkbox","Check Box","general","משיכות צפויות-אנונה","False","1"
"שדות","844","2","chkExpectedStrokes_Casual","checkbox","Check Box","general","משיכות צפויות-לעיתים מזדמנות","False","1"
"שדות","845","2","chkExpectedStrokes_Gamla","checkbox","Check Box","general","משיכות צפויות-גמלא","False","1"
"שדות","847","2","chkExpectedStrokes_Seldom","checkbox","Check Box","general","משיכות צפויות-לעיתים רחוקות","False","1"
"שדות","850","2","chkExpectedStrokes7500","checkbox","Check Box","general","משיכה ל עד 7500 ש""ח","False","1"
"שדות","195","2","chkExpiryDate","checkbox","Check Box","general","מועד פקיעת תוקף - סימון","False","1"
"שדות","155","2","chkFamily","checkbox","Check Box","general","בן משפחה","False","1"
"שדות","180","2","chkFamilyConnections","checkbox","Check Box","general","קשרים משפחתיים","False","1"
"שדות","674","1","chkFinanceFromAbroad","checkbox","Check Box","general","כספים מחו""ל","False","1"
"שדות","610","2","chkFinancialActivityReason","checkbox","Check Box","general","סיבת פעילות פיננסית במדינה זרה","False","1"
"שדות","662","1","chkFinancialManagement","checkbox","Check Box","general","ניהול כספים","False","1"
"שדות","371","2","chkFocusOrNameOfRepresentative","checkbox","Check Box","general","מוקד \שם הנציג","False","1"
"שדות","362","2","chkForceMappingRequest","checkbox","Check Box","general","בקשה ליפוי כוח","False","1"
"שדות","468","2","chkForeignCurrencyTransfer","checkbox","Check Box","general","העברה במטבע זר","False","1"
"שדות","621","2","chkForeignerCitizent","checkbox","Check Box","general","אזרחות זרה","False","1"
"שדות","630","1","chkForeignPublicMan","checkbox","Check Box","general","איש ציבור זר","False","1"
"שדות","616","2","chkForeignResidentForTheLast5Years","checkbox","Check Box","general","","True","2"
"שדות","617","2","chkForeignResidentForTheLast5Years","checkbox","Check Box","general","תושב חוץ ב5 שנים האחרונות","True","2"
"שדות","707","1","chkForeignWorker_","checkbox","Check Box","general","עובד זר","False","1"
"שדות","165","2","chkFormerCitizen","checkbox","Check Box","general","אזרח ישראלי לשעבר","False","1"
"שדות","484","2","chkForTheBenefitOfThirdParty","checkbox","Check Box","general","לטובת צד שלישי","False","1"
"שדות","823","2","chkFullPyraon","checkbox","Check Box","general","פרעון מלא","False","1"
"שדות","202","2","chkFullTransferFromVarietyDetails","checkbox","Check Box","general","העברה מלאה ממגוון פרט","False","1"
"שדות","669","1","chkGift","checkbox","Check Box","general","מתנה","False","1"
"שדות","815","2","chkGil60","checkbox","Check Box","general","גיל 60 ומעלה","False","1"
"שדות","808","2","chkGil60Gimlaut","checkbox","Check Box","general","גיל 60 ומעלה ופרישה לגמלאות","False","1"
"שדות","809","2","chkGil60HalfWork","checkbox","Check Box","general","גיל 60 ומעלה והיקף עבודתי ירד בחצי","False","1"
"שדות","807","2","chkGil60Vetek5","checkbox","Check Box","general","גיל 60 ומעלה וותק החשבון 5 שנים","False","1"
"שדות","385","1","chkGoremMeshalem","checkbox","Check Box","general","גורם משלם","False","1"
"שדות","490","2","chkGovermentPrivate","checkbox","Check Box","general","שכיר ממשלתי","False","1"
"שדות","568","1","chkGrace","checkbox","Check Box","general","גרייס","False","1"
"שדות","704","1","chkGrantSenior_","checkbox","Check Box","general","מענק לבכיר","False","1"
"שדות","291","1","chkGreenCard","checkbox","Check Box","general","בבעלותי גרין קארד","False","1"
"שדות","487","1","chkGvia01Month","checkbox","Check Box","general","","False","1"
"שדות","488","1","chkGvia10Month","checkbox","Check Box","general","","False","1"
"שדות","425","1","chkHafkada Had PeamiAndShotef","checkbox","Check Box","general","הפקדה שוטפת +חד פעמי","False","1"
"שדות","238","1","chkHafkadaChek","checkbox","Check Box","general","הפקדה בשיק","False","1"
"שדות","239","1","chkHafkadaHaavara","checkbox","Check Box","general","הפקדה בהעברה בנקאית","False","1"
"שדות","419","1","chkHafkadaHadPeami","checkbox","Check Box","general","סכום הפקדה חד פעמית בחירה","True","3"
"שדות","424","1","chkHafkadaHadPeami","checkbox","Check Box","general","הפקדה חד פעמית","True","3"
"שדות","475","1","chkHafkadaHadPeami","checkbox","Check Box","general","הפקדה חד פעמית","True","3"
"שדות","234","1","chkHafkadaShotef","checkbox","Check Box","general","הפקדה חודשית","True","3"
"שדות","417","1","chkHafkadaShotef","checkbox","Check Box","general","סכום הפקדה חודשי בחירה","True","3"
"שדות","423","1","chkHafkadaShotef","checkbox","Check Box","general","הפקדה שוטפת","True","3"
"שדות","327","1","chkHafkadotOnly","checkbox","Check Box","general","הפקדות שוטפות בלבד ללא הצבירה הקיימת","False","1"
"שדות","464","1","chkHafkdaShotefet","checkbox","Check Box","general","הפקדה שוטפת","False","1"
"שדות","467","1","chkHafkdaShotefet_H","checkbox","Check Box","general","הפקדה שוטפת- חצי שנתית","False","1"
"שדות","465","1","chkHafkdaShotefet_M","checkbox","Check Box","general","הפקדה שוטפת- חודשית","False","1"
"שדות","468","1","chkHafkdaShotefet_Q","checkbox","Check Box","general","הפקדה שוטפת- רבעונית","False","1"
"שדות","470","1","chkHafkdaShotefet_Y","checkbox","Check Box","general","הפקדה שוטפת- שנתית","False","1"
"שדות","495","1","chkHavara05Month","checkbox","Check Box","general","העברת הפדיון- 05לחודש","False","1"
"שדות","496","1","chkHavara10Month","checkbox","Check Box","general","העברת הפדיון- 10לחודש","False","1"
"שדות","497","1","chkHavara20Month","checkbox","Check Box","general","העברת הפדיון- 20לחודש","False","1"
"שדות","728","2","chkHaveStandingOrder","checkbox","Check Box","general","יש הוראת קבע","False","1"
"שדות","779","2","chkHazharaApprovalWithdrawal","checkbox","Check Box","general","משיכת כספים על סמך אישור פקיד שומה","False","1"
"שדות","778","2","chkHazharaWithdrawalBerforeEligibility","checkbox","Check Box","general","משיכת כספים מחשבון טרם זכאות ולמרות המס שחל על היתרה הצבורה","False","1"
"שדות","81","2","chkHealthDeclaration","checkbox","Check Box","general","מצורך מסמך הצהרת בריאות","False","1"
"שדות","761","1","chkHoldForMeBy","checkbox","Check Box","general","חשבון מוחזק ע""י אדם אחר עבורי","False","1"
"שדות","660","1","chkHoliday","checkbox","Check Box","general","חופשה","False","1"
"שדות","581","1","chkHoraatKevaArshaaKlalit","checkbox","Check Box","general","הרשאה כללית","False","1"
"שדות","913","1","chkImporterDisclaimer","checkbox","Check Box","general","הצהרת יבואן","False","1"
"שדות","318","2","chkIncomeLevel","checkbox","Check Box","general","גובה הכנסה","False","1"
"שדות","859","1","chkIndependentWay","checkbox","Check Box","general","באופן עצמאי","False","1"
"שדות","798","2","chkIndependentWithoutJob","checkbox","Check Box","general","עמית עצמאי וחלף זמן מאז עזיבתי מהעבודה","False","1"
"שדות","569","2","chkIndividualRoute","checkbox","Check Box","general","פרט","False","1"
"שדות","668","1","chkinheritance","checkbox","Check Box","general","ירושה","False","1"
"שדות","172","2","chkInOneOfTheseCountries","checkbox","Check Box","general","אזרחות, מקור הכנסה, עסקים או מגורים באחת המדינות הבאות","False","1"
"שדות","143","2","chkInstitutionCode_XXX","checkbox","Check Box","general","סוג קופה","False","1"
"שדות","591","1","chkInvestmentHouse_","checkbox","Check Box","general","","False","1"
"שדות","575","1","chkIshurHeshbon","checkbox","Check Box","general","אישור בעלות חשבון","False","1"
"שדות","620","2","chkIsraelAndForeignerCitizent","checkbox","Check Box","general","אזרחות ישראלית וזרה","False","1"
"שדות","619","2","chkIsraelCitizent","checkbox","Check Box","general","אזרחות ישראלית","False","1"
"שדות","549","1","chkIsraelPost","checkbox","Check Box","general","אישור קבלת דואר ישראל","False","1"
"שדות","627","2","chkIvunKizva","checkbox","Check Box","general","בקשה להיוון קצבה","False","1"
"שדות","12","1","chkIztarfutAndHaavara","checkbox","Check Box","general","הצטרפות והעברה","False","1"
"שדות","11","1","chkIztarfutOnly","checkbox","Check Box","general","הצטרפות בלבד","False","1"
"שדות","679","1","chkJudicialOrder","checkbox","Check Box","general","צו שיפוטי","False","1"
"שדות","253","1","chkKeren HisahonZvaKeva","checkbox","Check Box","general","קרן חסכון צבא קבע","False","1"
"שדות","125","2","chkKerenHadashaLoZakait","checkbox","Check Box","general","קרן חדשה שאינה זכאית","False","1"
"שדות","119","2","chkKerenHadashaZakait","checkbox","Check Box","general","קרן חדשה זכאית","False","1"
"שדות","115","2","chkKerenHistalmutMorim","checkbox","Check Box","general","קרן השתלמות מיוחדת למורים","False","1"
"שדות","933","2","chkKibutzMember_No","checkbox","Check Box","general","לא חבר קיבוץ","False","1"
"שדות","932","2","chkKibutzMember_Yes","checkbox","Check Box","general","חבר קיבוץ","False","1"
"שדות","95","2","chkKidFemale","checkbox","Check Box","general","נקבה ילד","False","1"
"שדות","94","2","chkKidMale","checkbox","Check Box","general","זכר ילד","False","1"
"שדות","906","1","chkKindChargingFees","checkbox","Check Box","general","אופן גביית העמלות","False","1"
"שדות","905","1","chkKindCollectionCommissions","checkbox","Check Box","general","אופן חיוב העמלות","False","1"
"שדות","851","2","chkKindExpectedStrokes_","checkbox","Check Box","general","אופן משיכת הכספים","False","1"
"שדות","912","1","chkKindOfAmount","checkbox","Check Box","general","סוג הסכום(מתוך העברה)","False","1"
"שדות","560","1","chkKizuzLoan","checkbox","Check Box","general","הלוואה בקיזוז הלוואה קיימת","False","1"
"שדות","765","2","chkKnownForExpectedDepositing","checkbox","Check Box","general","ידוע על הפקדות צפויות","False","1"
"שדות","715","2","chkKnownForExpectedWithdrawals","checkbox","Check Box","general","ידוע על משיכות צפויות","False","1"
"שדות","710","2","chkKupotNosafot_No","checkbox","Check Box","general","לא קיימות קופות נוספות","False","1"
"שדות","709","2","chkKupotNosafot_Yes","checkbox","Check Box","general","קיימות קופות נוספות","False","1"
"שדות","574","1","chkKvua","checkbox","Check Box","general","קבועה","False","1"
"שדות","797","2","chkLeaveJobWithoutFindNew","checkbox","Check Box","general","פרישה ממקום עבודה בלי למצוא חדשה 6 חודשים","False","1"
"שדות","739","2","chkLegalDepositOfFunds","checkbox","Check Box","general","הפקדת כספים כדין","False","1"
"שדות","724","2","chkLegalWithdrawalOfFunds","checkbox","Check Box","general","משיכת כספים כדין","False","1"
"שדות","396","1","chkLicensedToOperate","checkbox","Check Box","general","מורשה לפעול בחשבון","False","1"
"שדות","46","1","chkLicenseeDeclares","checkbox","Check Box","general","בעל רישיון מצהיר","False","1"
"שדות","49","1","chkLicenseeDoesNotDeclare","checkbox","Check Box","general","בעל רשיון אינו מצהיר","False","1"
"שדות","95","1","chkLiveParentsHouse","checkbox","Check Box","general","גר אצל ההורים ילד","False","1"
"שדות","734","1","chkLoanForOffsetLoanOnly","checkbox","Check Box","general","משיכה לצורך קיזוז הלוואה בלבד","False","1"
"שדות","554","1","chkLoanNotNazil","checkbox","Check Box","general","הלוואה כנגד כספים לא נזילים","False","1"
